inv_index,x,y,predinstance,nn_dist_m,tile_name,note,tree_pointcloud_file
276,416772.2961,5346713.878,3394,0.0043829215592017,tile_131.laz,ok,trees/pred_3394.laz
277,416771.9579,5346713.213,3394,0.0036619671113877,tile_131.laz,ok,trees/pred_3394.laz
278,416767.2175,5346713.675,3392,0.0055901698448306,tile_131.laz,ok,trees/pred_3392.laz
279,416765.1913,5346712.721,3392,0.0016401220494301,tile_128.laz,ok,trees/pred_3392.laz
280,416763.6064,5346711.62,3230,0.0035999999963678,tile_128.laz,ok,trees/pred_3230.laz
281,416763.1688,5346716.251,3390,0.0015620500391856,tile_128.laz,ok,trees/pred_3390.laz
282,416758.6391,5346714.318,3388,0.0021931715364394,tile_128.laz,ok,trees/pred_3388.laz
283,416757.6645,5346712.975,3230,0.0067268119276953,tile_128.laz,ok,trees/pred_3230.laz
284,416758.986184575,5346711.10666786,-1,0.0050656316719113,tile_128.laz,ok,trees/pred_-1.laz
285,416757.2035,5346708.775,-1,0.0061032777115038,tile_128.laz,ok,trees/pred_-1.laz
286,416755.5785,5346708.599,3053,0.0018027757395031,tile_128.laz,ok,trees/pred_3053.laz
287,416756.8,5346706.28,3054,0.0099999997764825,tile_128.laz,ok,trees/pred_3054.laz
288,416761.6257,5346705.759,3055,0.0044147480769035,tile_128.laz,ok,trees/pred_3055.laz
289,416764.4652,5346708.665,3230,0.0069310893368008,tile_128.laz,ok,trees/pred_3230.laz
290,416767.9502,5346708.15,3238,0.0002000000094994,tile_131.laz,ok,trees/pred_3238.laz
291,416768.4651,5346707.143,3235,0.0057454332752154,tile_131.laz,ok,trees/pred_3235.laz
292,416767.5919,5346702.481,3056,0.0021470906747816,tile_131.laz,ok,trees/pred_3056.laz
293,416766.4804,5346701.502,3056,0.0020396081306225,tile_131.laz,ok,trees/pred_3056.laz
294,416776.3203,5346707.213,3396,0.003014963177052,tile_131.laz,ok,trees/pred_3396.laz
295,416778.5545,5346706.919,3400,0.0046097723023882,tile_131.laz,ok,trees/pred_3400.laz
296,416782.047054292,5346709.55546557,3400,0.0054072412823797,tile_131.laz,ok,trees/pred_3400.laz
297,416778.9619,5346709.786,3594,0.0044283177048605,tile_131.laz,ok,trees/pred_3594.laz
298,416772.0502,5346705.12,3398,0.0002000000094994,tile_131.laz,ok,trees/pred_3398.laz
299,416735.036,5346708.332,2715,0.0044721361153521,tile_128.laz,ok,trees/pred_2715.laz
300,416728.3168,5346709.111,2716,0.003352610727906,tile_128.laz,ok,trees/pred_2716.laz
301,416729.4716,5346715.584,2871,0.0043081315747416,tile_128.laz,ok,trees/pred_2871.laz
302,416728.4633,5346721.667,2870,0.004459820315268,tile_128.laz,ok,trees/pred_2870.laz
303,416725.0846,5346721.58,2867,0.0045999999856576,tile_128.laz,ok,trees/pred_2867.laz
304,416722.35040615,5346723.90940275,2863,0.000722263805885,tile_128.laz,ok,trees/pred_2863.laz
305,416719.8006,5346726.576,2861,0.0040447494148372,tile_128.laz,ok,trees/pred_2861.laz
306,416719.7724,5346727.231,2868,0.0025999997026073,tile_128.laz,ok,trees/pred_2868.laz
307,416718.978981943,5346721.61016857,2865,0.0010319184480596,tile_128.laz,ok,trees/pred_2865.laz
308,416719.741996328,5346720.67366482,2709,0.0041732762282198,tile_128.laz,ok,trees/pred_2709.laz
309,416718.2429,5346718.644,2710,0.0049406482741546,tile_128.laz,ok,trees/pred_2710.laz
310,416722.6346,5346719.963,2710,0.0054918123437058,tile_128.laz,ok,trees/pred_2710.laz
311,416689.8782,5346653.471,1504,0.0020591261316542,tile_101.laz,ok,trees/pred_1504.laz
312,416687.4291,5346647.879,1372,0.0013453625162006,tile_101.laz,ok,trees/pred_1372.laz
313,416686.0349,5346648.616,1372,0.006325345665947,tile_101.laz,ok,trees/pred_1372.laz
314,416684.9724,5346651.858,1369,0.0031241000783712,tile_101.laz,ok,trees/pred_1369.laz
315,416685.388,5346653.496,1369,0.0063245553814475,tile_101.laz,ok,trees/pred_1369.laz
316,416682.503404002,5346656.05100302,1365,0.0035487011145665,tile_101.laz,ok,trees/pred_1365.laz
317,416678.949674425,5346650.24731787,1228,0.0027018178379718,tile_101.laz,ok,trees/pred_1228.laz
318,416679.7233,5346648.848,1226,0.0168193341302956,tile_101.laz,ok,trees/pred_1226.laz
319,416678.848316086,5346650.05184107,1228,0.0116501259195572,tile_101.laz,ok,trees/pred_1228.laz
320,416679.1365,5346651.196,1228,0.0053150726933838,tile_101.laz,ok,trees/pred_1228.laz
321,416677.2768,5346650.127,1228,0.009759098455685,tile_101.laz,ok,trees/pred_1228.laz
322,416676.5352,5346649.644,1228,0.0062482002014589,tile_101.laz,ok,trees/pred_1228.laz
323,416675.172094731,5346652.33207818,1228,0.0081738675454146,tile_101.laz,ok,trees/pred_1228.laz
324,416673.9455,5346653.861,1225,0.004609772100356,tile_101.laz,ok,trees/pred_1225.laz
325,416673.2379,5346650.499,1225,0.0163526755765118,tile_101.laz,ok,trees/pred_1225.laz
326,416707.1265,5346675.98,1974,0.0065000000176951,tile_101.laz,ok,trees/pred_1974.laz
327,416708.2019,5346680.876,2116,0.0044283177048605,tile_101.laz,ok,trees/pred_2116.laz
328,416706.892255902,5346682.13158061,-1,0.0027545274639847,tile_101.laz,ok,trees/pred_-1.laz
329,416706.556,5346682.565,2118,0.0064031241597635,tile_101.laz,ok,trees/pred_2118.laz
330,416701.4877,5346682.196,1963,0.0046141085554677,tile_101.laz,ok,trees/pred_1963.laz
331,416701.176462633,5346683.43333995,1963,0.004865000630381,tile_101.laz,ok,trees/pred_1963.laz
332,416699.2697,5346686.347,1963,0.003014963177052,tile_101.laz,ok,trees/pred_1963.laz
333,416695.7382,5346687.217,1965,0.0034985707440586,tile_101.laz,ok,trees/pred_1965.laz
334,416694.187408874,5346689.68325038,1962,0.004156790165539,tile_101.laz,ok,trees/pred_1962.laz
335,416691.8611,5346685.765,1959,0.0051195701840388,tile_101.laz,ok,trees/pred_1959.laz
336,416689.3734,5346682.568,1815,0.0039446167395587,tile_101.laz,ok,trees/pred_1815.laz
337,416684.7213,5346680.958,1811,0.0023853723334447,tile_101.laz,ok,trees/pred_1811.laz
338,416683.8952,5346682.556,1811,0.0062482001567425,tile_101.laz,ok,trees/pred_1811.laz
339,416685.5984,5346685.568,1810,0.0025612499620741,tile_101.laz,ok,trees/pred_1810.laz
340,416686.6574,5346684.312,1809,0.0032802435310229,tile_101.laz,ok,trees/pred_1809.laz
341,416687.1842,5346686.484,1958,0.0057999998278883,tile_101.laz,ok,trees/pred_1958.laz
342,416685.5214,5346688.369,1810,0.0017204651554257,tile_101.laz,ok,trees/pred_1810.laz
343,416681.2289,5346689.02,1807,0.0010999999940399,tile_101.laz,ok,trees/pred_1807.laz
344,416691.301580356,5346691.80523988,2108,0.0148444825747952,tile_101.laz,ok,trees/pred_2108.laz
345,416691.294340475,5346691.83419941,2108,0.0081041388524925,tile_101.laz,ok,trees/pred_2108.laz
346,416688.4225,5346692.491,1961,0.0026925824666047,tile_101.laz,ok,trees/pred_1961.laz
347,416692.25024769,5346693.94482955,2105,0.0048358966193507,tile_101.laz,ok,trees/pred_2105.laz
348,416689.5775,5346695.725,1956,0.0055901698448306,tile_101.laz,ok,trees/pred_1956.laz
349,416684.06594073,5346695.87257373,1957,0.0048064286775,tile_101.laz,ok,trees/pred_1957.laz
350,416686.0792,5346696.343,1956,0.0031048354241774,tile_101.laz,ok,trees/pred_1956.laz
351,416683.9472,5346700.336,2102,0.0048826220299612,tile_113.laz,ok,trees/pred_2102.laz
352,416696.8631,5346694.661,2110,0.0032572995746402,tile_101.laz,ok,trees/pred_2110.laz
353,416697.7434,5346692.026,2110,0.0052497623904243,tile_101.laz,ok,trees/pred_2110.laz
354,416702.213127032,5346689.41139187,2111,0.0034228103787349,tile_101.laz,ok,trees/pred_2111.laz
355,416702.8321,5346687.605,2113,0.0054230986356875,tile_101.laz,ok,trees/pred_2113.laz
356,416706.334829067,5346690.68935962,2264,0.0048713421861632,tile_101.laz,ok,trees/pred_2264.laz
357,416705.079840475,5346692.57023988,2260,0.0002880808263932,tile_101.laz,ok,trees/pred_2260.laz
358,416705.913166957,5346695.15206186,2262,0.0037790053880607,tile_101.laz,ok,trees/pred_2262.laz
359,416710.5294,5346691.033,2267,0.0030594112826968,tile_101.laz,ok,trees/pred_2267.laz
360,416711.341,5346689.538,2267,0.0022360682659261,tile_101.laz,ok,trees/pred_2267.laz
361,416711.9585,5346685.177,2120,0.0033541015789045,tile_101.laz,ok,trees/pred_2120.laz
362,416711.2406,5346683.094,2119,0.0040447494148372,tile_101.laz,ok,trees/pred_2119.laz
363,416707.3592,5346685.454,2118,0.0040792153365926,tile_101.laz,ok,trees/pred_2118.laz
364,416695.2443,5346636.574,1373,0.0058728185779339,tile_98.laz,ok,trees/pred_1373.laz
365,416697.7202,5346636.318,1373,0.0020099754455761,tile_98.laz,ok,trees/pred_1373.laz
366,416692.4973,5346639.809,1374,0.0113265175033002,tile_98.laz,ok,trees/pred_1374.laz
367,416690.2329,5346636.178,1237,0.0035227826656934,tile_98.laz,ok,trees/pred_1237.laz
368,416689.526,5346639.032,1238,0.0141421355628155,tile_98.laz,ok,trees/pred_1238.laz
369,416689.520031232,5346637.44858306,1370,0.0132020652099868,tile_98.laz,ok,trees/pred_1370.laz
370,416684.8411,5346639.668,1231,0.0022825427264761,tile_98.laz,ok,trees/pred_1231.laz
371,416683.682229061,5346640.90662194,1234,0.0040472213356963,tile_98.laz,ok,trees/pred_1234.laz
372,416686.7203,5346642.104,1371,0.0040112339458392,tile_98.laz,ok,trees/pred_1371.laz
373,416685.456,5346642.26047976,1234,0.0040286685563385,tile_98.laz,ok,trees/pred_1234.laz
374,416689.274631058,5346631.02598332,-1,0.0067051668194484,tile_98.laz,ok,trees/pred_-1.laz
375,416690.403327859,5346630.0144743,1237,0.005576199919742,tile_98.laz,ok,trees/pred_1237.laz
376,416688.024996942,5346629.16246598,1243,0.0090438952584952,tile_98.laz,ok,trees/pred_1243.laz
377,416692.156402011,5346628.77111187,1240,0.0109537482501438,tile_98.laz,ok,trees/pred_1240.laz
378,416689.3173,5346627.785,1240,0.0136488094506222,tile_98.laz,ok,trees/pred_1240.laz
379,416688.0183,5346627.368,-1,0.0081786301576206,tile_98.laz,ok,trees/pred_-1.laz
380,416686.1283,5346629.044,1117,0.0043462625175266,tile_98.laz,ok,trees/pred_1117.laz
381,416684.501,5346627.18,1117,0.0090000000200234,tile_98.laz,ok,trees/pred_1117.laz
382,416681.437462517,5346624.38456927,998,0.0136631368724587,tile_98.laz,ok,trees/pred_998.laz
383,416678.631160059,5346624.0507305,993,0.0145076031900629,tile_98.laz,ok,trees/pred_993.laz
384,416677.3004,5346624.557,994,0.007011419473982,tile_98.laz,ok,trees/pred_994.laz
385,416676.264749042,5346625.84111569,991,0.0048783361805429,tile_98.laz,ok,trees/pred_991.laz
386,416675.774998214,5346625.41394137,991,0.0078565168065618,tile_98.laz,ok,trees/pred_991.laz
387,416676.7186,5346627.696,991,0.0061611687729729,tile_98.laz,ok,trees/pred_991.laz
388,416669.6544,5346626.04,859,0.0043999999761581,tile_98.laz,ok,trees/pred_859.laz
389,416669.6544,5346626.04,859,0.0043999999761581,tile_98.laz,ok,trees/pred_859.laz
390,416670.164,5346623.374,858,0.0145602192868096,tile_98.laz,ok,trees/pred_858.laz
391,416668.6506,5346623.004,858,0.0040447494062027,tile_98.laz,ok,trees/pred_858.laz
392,416667.7807,5346618.569,861,0.0012206556815426,tile_98.laz,ok,trees/pred_861.laz
393,416664.1838,5346618.457,723,0.0234827596368075,tile_97.laz,ok,trees/pred_723.laz
394,416673.2029,5346620.524,864,0.0049406474859801,tile_98.laz,ok,trees/pred_864.laz
395,416676.6245,5346621.935,990,0.0153378616045009,tile_98.laz,ok,trees/pred_990.laz
396,416680.461,5346620.972,996,0.0022360682659261,tile_98.laz,ok,trees/pred_996.laz
397,416678.093,5346615.194,863,0.0049999997601844,tile_98.laz,ok,trees/pred_863.laz
398,416680.6338,5346615.983,997,0.0068876699547251,tile_98.laz,ok,trees/pred_997.laz
399,416676.2601,5346614.287,862,0.0030016666955843,tile_98.laz,ok,trees/pred_862.laz
400,416684.1522,5346620.475,1001,0.0054626000064036,tile_98.laz,ok,trees/pred_1001.laz
401,416682.8158,5346615.871,997,0.0058855756003478,tile_98.laz,ok,trees/pred_997.laz
402,416684.5421,5346613.92,1000,0.0020999999833293,tile_98.laz,ok,trees/pred_1000.laz
403,416682.5937,5346612.451,997,0.0063788714073173,tile_98.laz,ok,trees/pred_997.laz
404,416689.7904,5346613.464,1005,0.0040199499702435,tile_98.laz,ok,trees/pred_1005.laz
405,416693.6831,5346618.868,-1,0.003689173552766,tile_98.laz,ok,trees/pred_-1.laz
406,416691.806,5346620.428,1119,0.0126491107444883,tile_98.laz,ok,trees/pred_1119.laz
407,416691.8494,5346621.478,1119,0.0107870292888685,tile_98.laz,ok,trees/pred_1119.laz
408,416692.1137,5346625.479,1246,0.0038327536231925,tile_98.laz,ok,trees/pred_1246.laz
409,416759.841305701,5346651.30520788,-1,0.0053690663347184,tile_121.laz,ok,trees/pred_-1.laz
410,416760.212499792,5346653.33888388,2435,0.0027376421079007,tile_121.laz,ok,trees/pred_2435.laz
411,416761.2022,5346653.85,2435,0.0021999999880792,tile_121.laz,ok,trees/pred_2435.laz
412,416762.1715,5346649.579,2436,0.0018027757395031,tile_121.laz,ok,trees/pred_2436.laz
413,416761.769189378,5346648.06397061,2587,0.0040525108556239,tile_121.laz,ok,trees/pred_2587.laz
414,416758.9719,5346645.277,2293,0.0035510565823404,tile_118.laz,ok,trees/pred_2293.laz
415,416756.282,5346647.619,2292,0.0022360680316448,tile_121.laz,ok,trees/pred_2292.laz
416,416754.0812,5346645.289,2147,0.0015620500391856,tile_118.laz,ok,trees/pred_2147.laz
417,416752.2226,5346638.12,-1,0.0025999999488703,tile_118.laz,ok,trees/pred_-1.laz
418,416750.1508,5346637.858,2144,0.0021540662197264,tile_118.laz,ok,trees/pred_2144.laz
419,416752.700044769,5346632.6572521,-1,0.0027482645179921,tile_118.laz,ok,trees/pred_-1.laz
420,416753.2647,5346629.221,1993,0.0048052055354224,tile_118.laz,ok,trees/pred_1993.laz
421,416758.9633,5346628.435,2151,0.0059908262171753,tile_118.laz,ok,trees/pred_2151.laz
422,416756.7618,5346635.193,2150,0.0034985707440586,tile_118.laz,ok,trees/pred_2150.laz
423,416757.8892,5346639.375,2146,0.005063595456117,tile_118.laz,ok,trees/pred_2146.laz
424,416762.1672,5346640.296,2297,0.0048826219965812,tile_118.laz,ok,trees/pred_2297.laz
425,416768.5208,5346648.363,2443,0.003104834509303,tile_122.laz,ok,trees/pred_2443.laz
426,416768.9975,5346646.629,2443,0.0026925824666047,tile_119.laz,ok,trees/pred_2443.laz
427,416765.3769,5346637.203,2297,0.0043139306384804,tile_119.laz,ok,trees/pred_2297.laz
428,416764.8398,5346634.107,2296,0.0030066597669556,tile_118.laz,ok,trees/pred_2296.laz
429,416756.213622567,5346676.14938879,2580,0.0036737677604198,tile_121.laz,ok,trees/pred_2580.laz
430,416767.1347,5346622.876,2154,0.0061717094637108,tile_119.laz,ok,trees/pred_2154.laz
431,416771.5129,5346617.91,2158,0.0028999999631196,tile_119.laz,ok,trees/pred_2158.laz
432,416774.5869,5346618.186,2158,0.0144086779989531,tile_119.laz,ok,trees/pred_2158.laz
433,416775.82033285,5346622.40906523,2308,0.0090713380494758,tile_119.laz,ok,trees/pred_2308.laz
434,416780.4687,5346622.028,2305,0.0023853723651672,tile_119.laz,ok,trees/pred_2305.laz
435,416779.8273,5346619.633,2309,0.0075026655296827,tile_119.laz,ok,trees/pred_2309.laz
436,416777.525135742,5346617.31453436,2155,0.0066499187023448,tile_119.laz,ok,trees/pred_2155.laz
437,416790.6165,5346618.161,2312,0.0036400549816111,tile_119.laz,ok,trees/pred_2312.laz
438,416788.1945,5346617.406,2310,0.0060207970919803,tile_119.laz,ok,trees/pred_2310.laz
439,416788.424,5346616.876,2310,0.007211102392976,tile_119.laz,ok,trees/pred_2310.laz
440,416789.7788,5346611.747,2315,0.0032310984973051,tile_119.laz,ok,trees/pred_2315.laz
441,416789.6058,5346610.224,2315,0.0058000004280294,tile_119.laz,ok,trees/pred_2315.laz
442,416791.6183,5346607.774,2314,0.0043462625175266,tile_119.laz,ok,trees/pred_2314.laz
443,416784.6243,5346612.15,2163,0.004300000029616,tile_119.laz,ok,trees/pred_2163.laz
444,416783.1191,5346612.4,2163,0.00089999998454,tile_119.laz,ok,trees/pred_2163.laz
445,416778.1145,5346611.643,2164,0.0054083272185094,tile_119.laz,ok,trees/pred_2164.laz
446,416775.4136,5346609.283,2005,0.0046861495213387,tile_119.laz,ok,trees/pred_2005.laz
447,416771.2736,5346609.929,2002,0.0037363083788244,tile_119.laz,ok,trees/pred_2002.laz
448,416764.1195,5346612.239,1851,0.0011180341459786,tile_118.laz,ok,trees/pred_1851.laz
449,416761.316395015,5346610.83792288,1851,0.0041605699221707,tile_118.laz,ok,trees/pred_1851.laz
450,416764.0246,5346608.013,-1,0.0061773783440801,tile_118.laz,ok,trees/pred_-1.laz
451,416767.049,5346607.812,1853,0.0022360674329259,tile_119.laz,ok,trees/pred_1853.laz
452,416764.5531,5346605.859,1854,0.0032572995746402,tile_118.laz,ok,trees/pred_1854.laz
453,416763.2419,5346603.649,1854,0.0021470911600507,tile_118.laz,ok,trees/pred_1854.laz
454,416761.9693,5346597.434,-1,0.004060788752417,tile_118.laz,ok,trees/pred_-1.laz
455,416760.5556,5346598.513,1700,0.0063529523311423,tile_118.laz,ok,trees/pred_1700.laz
456,416758.1243,5346598.116,1704,0.0069634759684496,tile_118.laz,ok,trees/pred_1704.laz
457,416756.5021,5346597.351,1850,0.0023259403249361,tile_118.laz,ok,trees/pred_1850.laz
458,416758.041,5346595.188,1546,0.0111803399447677,tile_20.laz,ok,trees/pred_1546.laz
459,416769.342637302,5346603.29633766,-1,0.0082232628712764,tile_119.laz,ok,trees/pred_-1.laz
460,416772.3676,5346605.254,2004,0.004664761278244,tile_119.laz,ok,trees/pred_2004.laz
461,416775.8354,5346605.421,2008,0.0047074409960599,tile_119.laz,ok,trees/pred_2008.laz
462,416777.7705,5346602.547,2009,0.0070178346368717,tile_119.laz,ok,trees/pred_2009.laz
463,416780.16,5346603.579,2014,0.0010000001639127,tile_119.laz,ok,trees/pred_2014.laz
464,416780.8905,5346604.982,-1,0.0020615522189731,tile_119.laz,ok,trees/pred_-1.laz
465,416782.393497703,5346605.67035971,-1,0.0035161509903185,tile_119.laz,ok,trees/pred_-1.laz
466,416783.9724,5346604.184,2166,0.0085883644856759,tile_119.laz,ok,trees/pred_2166.laz
467,416786.845529606,5346604.13430597,2169,0.0062069154945775,tile_119.laz,ok,trees/pred_2169.laz
468,416790.7478,5346603.44,-1,0.002199999988079,tile_119.laz,ok,trees/pred_-1.laz
469,416785.4219,5346598.482,2011,0.0027586224293575,tile_119.laz,ok,trees/pred_2011.laz
470,416784.3209,5346599.775,2011,0.0050803542056223,tile_119.laz,ok,trees/pred_2011.laz
471,416781.2091,5346600.703,2014,0.0070576202151916,tile_119.laz,ok,trees/pred_2014.laz
472,416781.482106352,5346602.49141782,2010,0.008836885120128,tile_119.laz,ok,trees/pred_2010.laz
473,416779.4209,5346598.763,2010,0.0095817536151751,tile_119.laz,ok,trees/pred_2010.laz
474,416777.561377133,5346599.94378164,2009,0.0119891599647413,tile_119.laz,ok,trees/pred_2009.laz
475,416772.848984324,5346601.08801581,2007,0.0022290375708256,tile_119.laz,ok,trees/pred_2007.laz
476,416773.6038,5346598.385,1858,0.0062801272665947,tile_119.laz,ok,trees/pred_1858.laz
477,416770.7436,5346597.515,1858,0.0061611693832816,tile_119.laz,ok,trees/pred_1858.laz
478,416769.3551,5346593.008,-1,0.005478138104159,tile_22.laz,ok,trees/pred_-1.laz
479,416769.3551,5346593.008,-1,0.005478138104159,tile_22.laz,ok,trees/pred_-1.laz
480,416767.6249,5346591.265,1703,0.0070007141693901,tile_22.laz,ok,trees/pred_1703.laz
481,416770.5648,5346589.054,1706,0.0062481995605243,tile_22.laz,ok,trees/pred_1706.laz
482,416773.2292,5346593.763,1860,0.0031048354091794,tile_22.laz,ok,trees/pred_1860.laz
483,416774.4604,5346592.571,1859,0.0010770330990543,tile_22.laz,ok,trees/pred_1859.laz
484,416776.651978519,5346589.08762066,1711,0.0213066317302154,tile_22.laz,ok,trees/pred_1711.laz
485,416780.0026,5346591.47,1862,0.002600000007078,tile_22.laz,ok,trees/pred_1862.laz
486,416780.4208,5346593.838,1862,0.0021540653766329,tile_22.laz,ok,trees/pred_1862.laz
487,416783.0989,5346588.423,1863,0.0070859007967487,tile_22.laz,ok,trees/pred_1863.laz
488,416783.6289,5346585.384,1861,0.0117987286547771,tile_22.laz,ok,trees/pred_1861.laz
489,416785.351799504,5346588.40858646,1863,0.0118838709903839,tile_22.laz,ok,trees/pred_1863.laz
490,416785.4232,5346590.258,1863,0.0037735921631387,tile_22.laz,ok,trees/pred_1863.laz
491,416787.8164,5346589.414,2018,0.0053814494114947,tile_22.laz,ok,trees/pred_2018.laz
492,416790.6523,5346589.079,2020,0.0123405834700195,tile_22.laz,ok,trees/pred_2020.laz
493,416789.4168,5346586.952,2020,0.020645580146417,tile_22.laz,ok,trees/pred_2020.laz
494,416789.7544,5346584.771,1865,0.0056885849590665,tile_22.laz,ok,trees/pred_1865.laz
495,416788.8137,5346593.147,2021,0.0135162867305341,tile_22.laz,ok,trees/pred_2021.laz
496,416788.6396,5346595.201,2011,0.0010770331206721,tile_22.laz,ok,trees/pred_2011.laz
497,416702.6332,5346634.96,1375,0.0031999999773688,tile_98.laz,ok,trees/pred_1375.laz
498,416701.8421,5346632.905,1375,0.0054230986356875,tile_98.laz,ok,trees/pred_1375.laz
499,416700.4011,5346631.45,1377,0.0089000000152736,tile_98.laz,ok,trees/pred_1377.laz
500,416704.7905,5346632.038,1378,0.0106887791998545,tile_98.laz,ok,trees/pred_1378.laz
501,416703.11977269,5346629.01591382,1245,0.0040924982161577,tile_98.laz,ok,trees/pred_1245.laz
502,416701.9057,5346626.645,1245,0.006594695478211,tile_98.laz,ok,trees/pred_1245.laz
503,416701.0032,5346625.689,1245,0.0068731361664286,tile_98.laz,ok,trees/pred_1245.laz
504,416703.9912,5346624.407,1249,0.0032310993403986,tile_98.laz,ok,trees/pred_1249.laz
505,416706.2953,5346626.951,1380,0.0101533242308165,tile_98.laz,ok,trees/pred_1380.laz
506,416706.978180893,5346629.82584357,1379,0.0061201678902092,tile_98.laz,ok,trees/pred_1379.laz
507,416709.48332297,5346632.51135454,1521,0.0035884408367433,tile_98.laz,ok,trees/pred_1521.laz
508,416709.5165,5346634.792,1521,0.0040311290295187,tile_98.laz,ok,trees/pred_1521.laz
509,416713.8011,5346632.478,1520,0.0022825427264761,tile_98.laz,ok,trees/pred_1520.laz
510,416714.6702,5346633.183,1523,0.0030066597669556,tile_98.laz,ok,trees/pred_1523.laz
511,416709.9881,5346629.036,1379,0.0044283177048605,tile_98.laz,ok,trees/pred_1379.laz
512,416708.2016,5346626.262,1381,0.002561249925712,tile_98.laz,ok,trees/pred_1381.laz
513,416705.7595,5346622.429,1254,0.0011180341459786,tile_98.laz,ok,trees/pred_1254.laz
514,416706.6508,5346618.406,1253,0.0040792153365926,tile_98.laz,ok,trees/pred_1253.laz
515,416699.2798,5346618.81,-1,0.0100020005078935,tile_98.laz,ok,trees/pred_-1.laz
516,416696.9242,5346621.013,1121,0.0051613954662772,tile_98.laz,ok,trees/pred_1121.laz
517,416693.9794,5346612.549,1003,0.0094530418367392,tile_98.laz,ok,trees/pred_1003.laz
518,416692.9445,5346611.562,1003,0.0049244286383481,tile_98.laz,ok,trees/pred_1003.laz
519,416692.3897,5346607.579,1004,0.0090049982251417,tile_98.laz,ok,trees/pred_1004.laz
520,416696.3137,5346606.074,1009,0.0054488528887187,tile_98.laz,ok,trees/pred_1009.laz
521,416698.1031,5346605.982,1008,0.0085796273759361,tile_98.laz,ok,trees/pred_1008.laz
522,416698.6051,5346608.101,1007,0.0050009997464775,tile_98.laz,ok,trees/pred_1007.laz
523,416810.0146,5346736.722,4465,0.0050159745991534,tile_131.laz,ok,trees/pred_4465.laz
524,416808.7414,5346738.807,4468,0.0071386275325264,tile_131.laz,ok,trees/pred_4468.laz
525,416807.641136279,5346735.62310667,4299,0.0033079488227009,tile_131.laz,ok,trees/pred_4299.laz
526,416809.5523,5346732.696,4302,0.0046141085554677,tile_131.laz,ok,trees/pred_4302.laz
527,416810.2572,5346727.356,4298,0.0048826227929303,tile_131.laz,ok,trees/pred_4298.laz
528,416808.315517894,5346730.70364141,4302,0.005774871397172,tile_131.laz,ok,trees/pred_4302.laz
529,416808.9418,5346726.465,4298,0.005314131986609,tile_131.laz,ok,trees/pred_4298.laz
530,416806.2484,5346727.512,4136,0.0025612499620741,tile_131.laz,ok,trees/pred_4136.laz
531,416804.665432663,5346728.77741703,4136,0.0052471231723876,tile_131.laz,ok,trees/pred_4136.laz
532,416806.510544948,5346730.24407201,4301,0.0041083123502475,tile_131.laz,ok,trees/pred_4301.laz
533,416804.2099,5346737.279,4297,0.001004987725684,tile_131.laz,ok,trees/pred_4297.laz
534,416804.629959598,5346736.7432725,4299,0.003272749279374,tile_131.laz,ok,trees/pred_4299.laz
535,416803.362980356,5346738.727,4293,0.0076080565745578,tile_131.laz,ok,trees/pred_4293.laz
536,416800.236,5346741.59,4296,0.0059999999939464,tile_131.laz,ok,trees/pred_4296.laz
537,416794.992,5346742.824,4291,0.0044721357248832,tile_131.laz,ok,trees/pred_4291.laz
538,416794.4052,5346737.912,4126,0.0051999998171455,tile_131.laz,ok,trees/pred_4126.laz
539,416795.6189,5346737.672,4290,0.0022825427264761,tile_131.laz,ok,trees/pred_4290.laz
540,416795.4035,5346736.099,4292,0.0036400549816111,tile_131.laz,ok,trees/pred_4292.laz
541,416796.166989498,5346735.42927834,4126,0.0127987139940287,tile_131.laz,ok,trees/pred_4126.laz
542,416791.1792,5346733.9,4124,0.0007999999797903,tile_131.laz,ok,trees/pred_4124.laz
543,416787.37243866,5346744.89927859,4288,0.0025431269974225,tile_131.laz,ok,trees/pred_4288.laz
544,416785.688786125,5346742.89582901,4121,0.004344036684616,tile_131.laz,ok,trees/pred_4121.laz
545,416787.8481,5346739.204,3944,0.0062936476504163,tile_131.laz,ok,trees/pred_3944.laz
546,416784.8638,5346737.021,3944,0.0039293763512512,tile_131.laz,ok,trees/pred_3944.laz
547,416787.9482,5346732.281,4125,0.0020591261316542,tile_131.laz,ok,trees/pred_4125.laz
548,416791.1631,5346732.194,4125,0.0050606321368843,tile_131.laz,ok,trees/pred_4125.laz
549,416783.707,5346729.342,3945,0.0036055514790062,tile_131.laz,ok,trees/pred_3945.laz
550,416782.8449,5346728.508,3942,0.0052924472208137,tile_131.laz,ok,trees/pred_3942.laz
551,416785.5786,5346727.581,3943,0.0017204651554257,tile_131.laz,ok,trees/pred_3943.laz
552,416800.940479584,5346732.7299336,4297,0.000484158877675,tile_131.laz,ok,trees/pred_4297.laz
553,416800.8346,5346727.439,4128,0.0047074409391808,tile_131.laz,ok,trees/pred_4128.laz
554,416799.0644,5346728.572,4128,0.0048332181180041,tile_131.laz,ok,trees/pred_4128.laz
555,416795.3173,5346727.604,4130,0.0048259711829328,tile_131.laz,ok,trees/pred_4130.laz
556,416795.251285619,5346724.85361175,3950,0.0038337380311374,tile_131.laz,ok,trees/pred_3950.laz
557,416790.911294282,5346725.45369368,3947,0.0064377660281354,tile_131.laz,ok,trees/pred_3947.laz
558,416787.1625,5346723.048,3778,0.0032015616980804,tile_131.laz,ok,trees/pred_3778.laz
